linea_compra_id,compra_id,producto_id,cantidad,coste_unitario
6989,1265,82,160,5.01
6990,1265,43,19,29.94
6991,1266,20,117,0.85
6992,1266,65,18,5.81
6993,1266,45,153,23.09
6994,1266,27,181,10.84
6995,1266,60,96,24.12
6996,1266,72,62,9.22
6997,1267,27,101,19.93
6998,1267,12,163,7.88
6999,1267,37,156,16.42
7000,1267,73,33,32.82
7001,1267,50,72,38.83
7002,1267,65,115,39.41
7003,1267,50,82,27.31
7004,1267,31,49,1.41
7005,1268,18,178,16.6
7006,1268,47,47,31.26
7007,1268,19,89,16.02
7008,1268,43,77,34.4
7009,1268,76,52,39.55
7010,1268,64,181,5.58
7011,1268,1,20,32.53
7012,1268,89,198,27.17
7013,1269,7,32,12.52
7014,1269,49,14,13.13
7015,1269,76,16,22.6
7016,1269,44,81,8.73
7017,1269,19,136,35.16
7018,1269,52,176,8.52
7019,1269,8,175,27.99
7020,1269,26,70,13.15
7021,1270,77,192,30.62
7022,1270,26,13,4.03
7023,1270,8,24,29.03
7024,1270,76,23,21.29
7025,1270,77,160,9.77
7026,1270,71,123,21.08
7027,1271,6,54,21.31
7028,1271,30,95,28.11
7029,1271,36,26,13.74
7030,1271,77,56,25.19
7031,1271,7,169,29.71
7032,1271,7,77,28.4
7033,1271,82,123,16.98
7034,1272,22,146,36.69
7035,1272,4,141,31.66
7036,1272,11,45,39.41
7037,1272,87,172,17.45
7038,1272,9,99,34.2
7039,1272,74,87,31.3
7040,1273,45,193,9.2
7041,1273,12,19,39.19
7042,1273,88,150,37.9
7043,1274,26,164,18.19
7044,1274,65,84,39.16
7045,1274,13,152,23.59
7046,1274,16,88,6.03
7047,1274,55,165,9.69
7048,1274,53,197,34.61
7049,1275,63,119,19.42
7050,1275,13,140,20.06
7051,1275,51,42,26.5
7052,1275,70,65,16.66
7053,1275,31,120,22.02
7054,1275,86,180,14.62
7055,1276,21,127,37.01
7056,1276,23,161,6.78
7057,1276,55,120,17.68
7058,1276,66,186,20.84
7059,1276,73,189,27.67
7060,1276,58,174,16.18
7061,1276,51,93,7.18
7062,1276,71,174,24.29
7063,1277,38,158,23.56
7064,1277,41,154,21.65
7065,1277,18,92,13.99
7066,1277,62,132,18.86
7067,1277,56,92,38.99
7068,1277,64,107,12.21
7069,1278,48,199,21.52
7070,1278,41,17,37.01
7071,1278,38,41,31.04
7072,1278,14,109,13.52
7073,1278,71,159,7.94
7074,1278,9,45,23.81
7075,1278,46,111,14.36
7076,1279,11,175,5.01
7077,1279,40,144,17.43
7078,1279,8,176,14.76
7079,1279,6,11,28.88
7080,1279,24,77,11.16
7081,1279,82,56,21.15
7082,1280,82,128,39.7
7083,1280,81,69,25.88
7084,1280,19,160,8.25
7085,1280,16,36,29.38
7086,1280,20,97,25.53
7087,1281,81,19,19.99
7088,1281,22,156,30.29
7089,1281,3,112,26.63
7090,1281,77,98,6.39
7091,1281,24,51,9.47
7092,1281,25,114,24.39
7093,1282,22,20,1.04
7094,1282,64,173,8.22
7095,1282,18,76,31.53
7096,1282,50,176,28.57
7097,1282,18,76,28.22
7098,1282,74,125,14.86
7099,1283,90,93,20.05
7100,1283,89,33,32.37
7101,1283,36,88,15.95
7102,1284,64,75,2.46
7103,1284,49,148,36.18
7104,1284,27,102,26.01
7105,1284,33,105,9.15
7106,1284,43,195,3.09
7107,1284,49,177,17.45
7108,1284,71,147,26.68
7109,1284,54,100,37.14
7110,1285,26,85,22.68
7111,1285,30,179,37.62
7112,1285,46,177,22.11
7113,1285,55,171,6.82
7114,1285,54,136,9.03
7115,1285,51,86,20.94
7116,1285,31,49,1.66
7117,1286,61,11,37.01
7118,1286,78,84,10.13
7119,1286,84,114,30.97
7120,1286,79,153,9.13
7121,1286,84,74,12.38
7122,1286,56,162,27.78
7123,1286,69,18,14.56
7124,1287,5,162,7.41
7125,1287,35,112,18.81
7126,1287,2,23,18.59
7127,1287,36,54,36.75
7128,1287,78,60,22.9
7129,1288,63,46,33.86
7130,1288,76,90,11.15
7131,1288,45,180,25.34
7132,1288,88,11,10.05
7133,1288,4,26,17.16
7134,1288,43,153,39.72
7135,1288,15,100,2.02
7136,1288,17,186,28.04
7137,1289,85,57,38.4
7138,1289,13,89,8.78
7139,1289,30,26,6.0
7140,1290,88,182,27.54
7141,1290,29,135,25.01
7142,1290,43,58,3.61
7143,1290,13,38,6.12
7144,1290,85,100,23.26
7145,1290,36,52,16.34
7146,1290,24,127,32.78
7147,1290,20,151,17.65
7148,1291,45,38,27.83
7149,1291,68,103,20.09
7150,1291,68,59,22.38
7151,1291,87,99,14.27
7152,1291,44,30,10.75
7153,1291,56,20,32.03
7154,1291,81,30,23.59
7155,1291,42,34,3.6
7156,1292,88,66,27.7
7157,1292,90,18,36.99
7158,1292,54,44,19.22
7159,1292,70,37,16.92
7160,1292,26,73,17.97
7161,1293,86,91,33.3
7162,1293,48,118,28.91
7163,1293,22,118,10.66
7164,1294,66,75,21.27
7165,1294,66,177,17.96
7166,1294,21,13,23.77
7167,1295,78,120,10.0
7168,1295,31,168,24.11
7169,1295,10,121,29.92
7170,1296,43,194,24.81
7171,1296,76,148,6.14
7172,1296,17,183,28.3
7173,1297,13,54,38.11
7174,1297,28,81,31.37
7175,1297,68,152,21.46
7176,1297,5,88,20.33
7177,1297,12,178,12.02
7178,1297,20,24,6.24
7179,1297,78,72,16.33
7180,1297,47,21,34.43
7181,1298,31,37,10.23
7182,1298,17,130,14.79
7183,1298,48,123,15.45
7184,1298,24,165,24.58
7185,1298,15,193,13.58
7186,1298,76,16,30.07
7187,1298,81,76,8.17
7188,1298,11,143,34.11
7189,1299,56,167,15.21
7190,1299,11,19,27.58
7191,1299,21,180,39.26
7192,1299,62,133,5.19
7193,1300,19,184,23.59
7194,1300,87,129,24.4
7195,1300,50,96,32.45
7196,1300,58,64,34.36
7197,1300,66,38,33.75
7198,1300,19,185,24.77
7199,1301,30,168,6.65
7200,1301,13,161,22.22
7201,1301,51,155,36.05
7202,1301,42,123,9.1
7203,1301,59,121,31.23
7204,1301,15,16,14.68
7205,1302,1,123,25.92
7206,1302,45,162,29.75
7207,1302,11,105,34.6
7208,1302,8,75,11.33
7209,1302,7,12,32.45
7210,1302,23,11,5.67
7211,1303,72,136,22.42
7212,1303,5,64,29.92
7213,1303,40,173,14.18
7214,1303,8,53,23.98
7215,1304,7,70,26.12
7216,1304,7,79,0.84
7217,1304,27,79,16.62
7218,1304,89,127,27.34
7219,1304,39,170,3.22
7220,1304,19,71,31.66
7221,1305,10,72,33.29
7222,1305,86,43,18.13
7223,1305,10,22,34.92
7224,1306,36,106,2.87
7225,1306,70,89,6.81
7226,1306,1,35,9.78
7227,1306,85,150,7.18
7228,1307,26,185,29.38
7229,1307,87,109,21.16
7230,1307,82,115,9.28
7231,1307,2,70,21.73
7232,1307,87,180,27.37
7233,1307,84,189,19.42
7234,1307,32,198,15.52
7235,1308,40,175,19.7
7236,1308,62,57,2.32
7237,1308,3,100,5.61
7238,1308,33,188,28.83
7239,1308,7,131,36.58
7240,1308,59,39,17.63
7241,1308,35,153,14.92
7242,1309,42,36,7.62
7243,1309,59,11,21.4
7244,1309,11,38,35.35
7245,1309,75,30,25.08
7246,1309,83,87,14.79
7247,1309,47,117,24.42
7248,1309,19,167,16.12
7249,1310,24,126,17.4
7250,1310,11,70,17.85
7251,1310,88,39,27.68
7252,1310,87,138,20.27
7253,1310,19,118,10.0
7254,1310,46,112,4.71
7255,1310,52,107,36.98
7256,1311,48,103,20.03
7257,1311,59,35,8.23
7258,1311,68,132,30.02
7259,1312,88,177,37.14
7260,1312,37,180,15.54
7261,1312,9,87,12.24
7262,1312,51,107,7.45
7263,1313,38,184,4.86
7264,1313,59,116,31.28
7265,1313,88,86,7.38
7266,1314,66,68,4.95
7267,1314,51,146,29.62
7268,1314,27,116,10.85
7269,1314,4,74,15.84
7270,1314,49,147,39.09
7271,1315,3,65,15.41
7272,1315,72,69,0.62
7273,1315,36,148,9.19
7274,1315,88,164,36.86
7275,1315,30,112,29.29
7276,1315,89,30,30.74
7277,1316,77,39,26.62
7278,1316,22,133,37.43
7279,1316,50,94,24.13
7280,1316,36,26,2.23
7281,1316,34,22,15.4
7282,1316,88,47,23.37
7283,1316,11,149,18.34
7284,1316,17,141,6.7
7285,1317,3,32,21.69
7286,1317,58,188,23.54
7287,1317,52,176,2.61
7288,1317,62,95,27.25
7289,1318,33,157,19.34
7290,1318,37,158,24.76
7291,1318,80,163,2.75
7292,1318,21,44,4.7
7293,1318,16,38,11.53
7294,1318,53,95,39.52
7295,1318,46,142,29.64
7296,1318,71,168,21.61
7297,1319,10,136,8.84
7298,1319,88,190,12.88
7299,1319,32,34,39.73
7300,1319,26,34,7.14
7301,1319,60,103,33.4
7302,1319,58,55,29.92
7303,1320,40,165,16.72
7304,1320,63,153,20.53
7305,1320,12,156,33.65
7306,1320,28,144,34.19
7307,1320,76,175,23.44
7308,1320,75,23,15.98
7309,1320,22,188,2.37
7310,1321,10,119,39.65
7311,1321,45,58,31.92
7312,1321,90,53,5.04
7313,1321,29,186,8.18
7314,1321,16,71,3.54
7315,1321,79,144,13.51
7316,1322,89,164,33.47
7317,1322,32,131,27.07
7318,1322,77,101,30.11
7319,1322,48,142,31.17
7320,1322,65,67,14.0
7321,1323,77,160,22.15
7322,1323,16,49,19.53
7323,1323,36,197,9.1
7324,1323,81,49,6.25
7325,1323,42,97,4.68
7326,1323,35,27,33.43
7327,1323,90,199,7.78
7328,1323,72,27,25.36
7329,1324,23,37,32.85
7330,1324,24,190,7.92
7331,1324,5,41,28.0
7332,1324,51,69,23.07
7333,1324,34,101,10.7
7334,1324,27,195,31.02
7335,1325,41,109,9.1
7336,1325,7,164,10.07
7337,1325,61,163,16.3
7338,1326,76,119,27.98
7339,1326,40,102,35.34
7340,1326,75,147,18.86
7341,1326,81,81,36.63
7342,1326,5,153,39.42
7343,1326,79,164,34.72
7344,1326,90,37,18.71
7345,1326,82,58,13.48
7346,1327,9,27,35.16
7347,1327,28,169,19.08
7348,1327,55,125,1.64
7349,1327,89,44,5.28
7350,1327,85,67,28.41
7351,1327,2,190,36.84
7352,1327,40,43,26.19
7353,1328,89,167,21.25
7354,1328,30,25,16.77
7355,1328,32,57,29.47
7356,1329,13,149,4.45
7357,1329,40,84,11.1
7358,1329,38,151,34.97
7359,1330,89,81,10.16
7360,1330,48,11,28.06
7361,1330,40,122,16.75
7362,1330,90,33,5.16
7363,1331,54,80,0.82
7364,1331,74,82,4.57
7365,1331,64,99,8.1
7366,1331,70,168,28.41
7367,1331,25,129,2.04
7368,1332,42,33,27.53
7369,1332,80,24,20.59
7370,1332,23,108,34.47
7371,1332,86,28,1.57
7372,1332,26,91,15.64
7373,1333,74,161,39.61
7374,1333,5,172,38.29
7375,1333,31,132,15.6
7376,1333,49,120,23.53
7377,1333,55,163,7.34
7378,1333,22,155,14.21
7379,1333,30,147,15.66
7380,1333,73,74,4.17
7381,1334,87,14,33.51
7382,1334,30,88,5.51
7383,1334,84,171,34.42
7384,1334,38,10,15.45
7385,1334,87,55,20.74
7386,1334,25,79,16.7
7387,1334,26,86,27.14
7388,1335,33,63,19.17
7389,1335,14,198,21.31
7390,1335,56,166,10.55
7391,1335,5,139,17.67
7392,1336,37,73,29.23
7393,1336,23,108,37.78
7394,1336,18,151,13.53
7395,1336,3,125,11.13
7396,1337,45,51,38.98
7397,1337,72,172,36.19
7398,1337,67,169,39.55
7399,1337,78,79,35.23
7400,1337,62,171,34.69
7401,1337,32,155,17.36
7402,1337,78,118,11.69
7403,1338,52,94,2.27
7404,1338,59,41,32.2
7405,1338,67,61,0.68
7406,1338,76,160,13.94
7407,1338,18,150,20.59
7408,1338,59,64,37.42
7409,1339,49,142,38.53
7410,1339,56,125,23.77
7411,1339,79,158,10.7
7412,1339,3,114,28.18
7413,1339,59,189,34.21
7414,1339,83,15,34.95
7415,1339,56,159,2.53
7416,1339,34,169,17.89
7417,1340,68,76,31.95
7418,1340,58,36,13.8
7419,1340,62,101,17.04
7420,1340,42,10,26.28
7421,1341,3,185,4.29
7422,1341,63,179,12.05
7423,1341,73,195,27.48
7424,1341,27,82,27.92
7425,1341,48,166,35.56
7426,1341,56,157,20.93
7427,1342,3,175,13.74
7428,1342,53,114,34.35
7429,1342,74,68,19.64
7430,1342,40,21,5.86
7431,1342,34,55,31.92
7432,1343,69,160,7.13
7433,1343,43,124,5.41
7434,1343,5,43,13.55
7435,1343,88,71,21.79
7436,1343,63,119,29.91
7437,1343,49,87,20.81
7438,1343,10,171,16.75
7439,1343,32,142,26.05
7440,1344,7,181,15.72
7441,1344,42,141,14.36
7442,1344,3,194,33.68
7443,1344,3,30,34.08
7444,1344,19,122,22.2
7445,1344,49,163,13.67
7446,1344,79,176,8.73
7447,1345,19,191,19.84
7448,1345,45,144,15.35
7449,1345,61,22,35.72
7450,1345,50,93,16.89
7451,1345,7,59,30.02
7452,1346,37,64,25.34
7453,1346,34,113,20.59
7454,1346,77,106,30.01
7455,1346,32,69,4.65
7456,1346,10,182,38.54
7457,1346,26,66,15.15
7458,1346,87,117,4.01
7459,1346,7,124,35.37
7460,1347,36,101,18.71
7461,1347,55,54,27.17
7462,1347,18,109,10.18
7463,1347,51,123,21.76
7464,1347,90,20,20.62
7465,1348,34,136,38.66
7466,1348,48,166,11.27
7467,1348,37,176,9.96
7468,1348,37,138,28.66
7469,1348,18,160,14.49
7470,1348,25,124,30.12
7471,1349,61,109,18.9
7472,1349,72,131,11.62
7473,1349,34,48,1.39
7474,1349,62,117,18.96
7475,1350,26,86,3.99
7476,1350,41,130,30.78
7477,1350,84,63,2.85
7478,1350,76,24,31.66
7479,1350,83,193,2.34
7480,1351,48,111,14.6
7481,1351,65,48,10.07
7482,1351,38,194,10.9
7483,1351,32,144,39.34
7484,1351,43,177,26.46
7485,1351,47,72,14.01
7486,1352,17,115,17.48
7487,1352,5,171,27.5
7488,1352,86,13,34.54
7489,1352,5,76,18.92
7490,1352,74,198,3.61
7491,1352,8,198,10.2
7492,1352,40,159,39.59
7493,1352,86,102,33.07
7494,1353,76,198,16.26
7495,1353,41,30,3.93
7496,1353,14,184,35.53
7497,1353,65,65,30.08
7498,1353,58,80,16.37
7499,1353,10,89,29.34
7500,1353,61,124,17.29
7501,1354,63,181,0.5
7502,1354,60,197,23.55
7503,1354,52,181,26.21
7504,1354,50,150,35.47
7505,1354,79,14,29.74
7506,1354,18,104,16.46
7507,1354,77,160,15.31
7508,1355,22,189,9.69
7509,1355,30,10,29.33
7510,1355,74,190,7.84
7511,1355,55,83,34.29
7512,1355,41,81,33.61
7513,1356,23,49,3.15
7514,1356,8,100,3.16
7515,1356,12,146,15.85
7516,1356,5,88,19.64
7517,1356,58,72,8.92
7518,1356,76,33,10.51
7519,1357,59,86,34.66
7520,1357,17,10,7.93
7521,1357,78,77,11.64
7522,1357,3,182,7.08
7523,1357,29,139,19.49
7524,1358,69,184,28.14
7525,1358,53,115,12.75
7526,1358,64,132,12.45
7527,1359,10,139,27.14
7528,1359,2,46,14.54
7529,1359,48,60,11.07
7530,1359,54,91,21.61
7531,1359,11,99,8.8
7532,1360,47,173,7.13
7533,1360,16,135,22.24
7534,1360,42,97,35.13
7535,1360,80,24,32.45
7536,1360,67,87,28.38
7537,1360,87,29,36.71
7538,1360,71,106,13.55
7539,1361,59,98,30.44
7540,1361,23,65,21.75
7541,1361,13,160,9.2
7542,1361,69,156,4.12
7543,1361,6,197,2.69
7544,1361,26,146,3.07
7545,1362,34,42,28.29
7546,1362,23,89,36.63
7547,1362,14,186,24.53
7548,1362,48,157,18.8
7549,1363,14,54,3.0
7550,1363,41,49,19.15
7551,1363,25,85,4.08
7552,1363,12,85,29.09
7553,1363,12,60,10.35
7554,1363,43,174,14.58
7555,1363,26,23,38.11
7556,1364,8,88,12.22
7557,1364,58,122,21.55
7558,1364,86,192,4.44
7559,1364,7,167,39.99
7560,1365,41,91,18.54
7561,1365,56,70,30.1
7562,1365,40,93,39.52
7563,1365,39,40,31.43
7564,1365,24,162,23.84
7565,1365,19,114,37.58
7566,1365,77,78,13.98
7567,1365,8,116,12.62
7568,1366,54,36,36.75
7569,1366,49,174,15.53
7570,1366,79,33,1.18
7571,1367,86,74,5.79
7572,1367,16,113,21.65
7573,1367,54,138,37.04
7574,1367,20,185,3.81
7575,1368,84,107,33.51
7576,1368,73,107,38.21
7577,1368,4,145,8.15
7578,1368,35,137,23.13
7579,1369,45,155,9.6
7580,1369,85,172,25.52
7581,1369,82,100,19.94
7582,1370,26,50,6.26
7583,1370,6,175,26.61
7584,1370,35,153,13.91
7585,1371,25,152,18.79
7586,1371,16,47,24.6
7587,1371,12,85,13.72
7588,1371,6,94,27.24
7589,1371,66,174,1.41
7590,1372,3,107,2.23
7591,1372,71,17,7.35
7592,1372,24,77,1.01
7593,1372,46,86,35.51
7594,1372,34,125,38.21
7595,1372,52,187,39.2
7596,1373,11,172,20.36
7597,1373,75,139,13.55
7598,1373,51,186,10.75
7599,1373,5,34,36.07
7600,1373,43,170,33.72
7601,1374,66,153,19.94
7602,1374,66,140,17.99
7603,1374,49,98,17.31
7604,1374,79,169,33.27
7605,1375,7,116,26.06
7606,1375,18,161,1.41
7607,1375,12,35,32.07
7608,1375,25,152,15.6
7609,1375,36,133,33.31
7610,1375,36,180,30.25
7611,1375,11,157,24.81
7612,1375,28,140,1.16
7613,1376,76,92,29.33
7614,1376,72,53,38.05
7615,1376,73,84,12.67
7616,1376,76,192,30.26
7617,1376,34,127,32.45
7618,1376,7,102,9.72
7619,1376,57,42,22.65
7620,1377,53,131,8.99
7621,1377,8,154,13.59
7622,1377,29,42,26.47
7623,1377,51,136,0.81
7624,1377,72,75,34.65
7625,1377,67,113,32.68
7626,1377,68,115,33.47
7627,1377,43,107,27.71
7628,1378,85,179,21.62
7629,1378,24,50,21.26
7630,1378,22,193,21.69
7631,1378,1,38,21.31
7632,1378,20,72,15.25
7633,1379,44,119,21.64
7634,1379,39,184,37.71
7635,1379,55,134,36.31
7636,1379,82,136,20.34
7637,1379,79,112,11.5
7638,1379,71,66,19.45
7639,1379,35,197,11.59
7640,1380,19,30,9.63
7641,1380,82,61,3.71
7642,1380,62,92,35.94
7643,1380,88,191,13.53
7644,1380,81,50,36.99
7645,1381,59,80,3.94
7646,1381,88,26,28.38
7647,1381,38,144,15.74
7648,1381,21,119,18.03
7649,1381,16,176,5.15
7650,1381,79,168,19.97
7651,1381,33,95,9.35
7652,1382,10,101,31.26
7653,1382,56,89,35.53
7654,1382,79,113,17.9
7655,1382,77,119,9.88
7656,1382,2,22,22.85
7657,1383,8,38,16.14
7658,1383,25,19,3.89
7659,1383,42,157,19.28
7660,1383,82,49,7.32
7661,1384,36,148,31.78
7662,1384,28,88,31.01
7663,1384,77,52,19.44
7664,1384,53,151,2.43
7665,1384,81,143,30.77
7666,1384,56,177,27.92
7667,1384,11,172,35.03
7668,1385,26,86,22.37
7669,1385,10,95,34.88
7670,1385,57,71,15.3
7671,1385,68,112,16.31
7672,1386,34,79,16.96
7673,1386,3,98,10.18
7674,1386,20,110,2.12
7675,1386,56,134,34.3
7676,1386,52,172,28.17
7677,1387,43,62,16.11
7678,1387,90,86,25.15
7679,1387,9,37,24.17
7680,1387,20,191,21.46
7681,1387,45,114,18.06
7682,1387,81,184,6.57
7683,1387,65,103,29.65
7684,1387,22,31,35.24
7685,1388,32,15,27.11
7686,1388,59,97,35.05
7687,1388,71,45,4.03
7688,1388,21,108,7.7
7689,1388,34,65,37.72
7690,1388,48,111,19.37
7691,1388,66,78,11.9
7692,1389,79,15,33.33
7693,1389,44,31,26.82
7694,1389,73,188,23.0
7695,1389,13,165,20.44
7696,1389,59,133,15.3
7697,1389,9,49,23.12
7698,1389,89,80,12.31
7699,1390,27,182,4.46
7700,1390,36,168,21.89
7701,1390,67,182,30.52
7702,1390,67,174,13.79
7703,1390,74,131,11.25
7704,1391,41,159,35.97
7705,1391,62,14,14.78
7706,1391,39,195,24.7
7707,1391,84,191,8.8
7708,1391,40,66,39.37
7709,1391,56,147,19.09
7710,1392,73,54,38.05
7711,1392,1,159,10.99
7712,1392,79,23,19.73
7713,1392,89,71,12.29
7714,1392,15,98,8.82
7715,1392,76,128,18.93
7716,1393,16,95,25.92
7717,1393,60,126,34.42
7718,1393,37,167,38.46
7719,1394,34,187,21.69
7720,1394,18,54,14.42
7721,1394,47,129,38.5
7722,1394,44,112,10.56
7723,1394,29,97,11.18
7724,1394,82,134,12.71
7725,1394,51,146,13.49
7726,1394,84,105,18.97
7727,1395,31,47,21.69
7728,1395,48,99,22.33
7729,1395,87,159,31.54
7730,1395,45,134,30.0
7731,1396,65,35,26.32
7732,1396,52,21,6.64
7733,1396,68,77,25.31
7734,1396,16,59,16.72
7735,1396,31,64,29.8
7736,1397,3,129,4.52
7737,1397,52,161,39.89
7738,1397,57,172,28.79
7739,1397,33,196,39.17
7740,1397,86,161,19.82
7741,1398,45,192,13.11
7742,1398,44,20,20.97
7743,1398,28,137,37.58
7744,1398,48,192,30.78
7745,1398,5,41,18.73
7746,1398,25,165,33.07
7747,1398,13,14,3.57
7748,1399,6,36,17.81
7749,1399,5,108,18.67
7750,1399,83,79,23.2
7751,1399,63,149,17.58
7752,1399,77,55,37.79
7753,1399,41,90,27.36
7754,1399,51,190,6.67
7755,1399,47,158,32.51
7756,1400,52,183,10.37
7757,1400,26,119,19.73
7758,1400,31,104,35.23
7759,1400,46,190,21.32
7760,1400,53,21,19.82
7761,1400,59,42,5.75
7762,1401,28,69,32.13
7763,1401,14,59,24.68
7764,1401,10,79,7.99
7765,1402,64,172,12.74
7766,1402,79,68,17.57
7767,1402,87,67,12.89
7768,1402,73,115,17.94
7769,1403,3,60,28.29
7770,1403,86,12,26.74
7771,1403,59,182,28.98
7772,1403,47,170,17.76
7773,1403,47,153,32.64
7774,1403,50,16,20.79
7775,1403,44,56,37.97
7776,1404,34,191,31.25
7777,1404,9,46,35.51
7778,1404,67,109,17.45
7779,1404,75,36,3.99
7780,1404,17,182,5.57
7781,1404,26,52,3.48
7782,1404,81,178,7.07
7783,1405,14,159,19.82
7784,1405,83,149,22.92
7785,1405,19,95,32.5
7786,1406,34,171,25.35
7787,1406,49,105,28.15
7788,1406,24,105,27.61
7789,1406,41,81,11.81
7790,1406,10,38,21.07
7791,1406,89,146,26.8
7792,1407,58,58,20.69
7793,1407,3,185,13.86
7794,1407,8,62,22.33
7795,1407,83,174,21.83
7796,1407,89,161,9.05
7797,1407,55,141,12.39
7798,1408,11,76,15.59
7799,1408,18,52,1.6
7800,1408,10,76,26.64
7801,1408,32,60,10.1
7802,1408,35,25,36.03
7803,1408,15,57,18.0
7804,1409,26,10,20.57
7805,1409,51,84,19.01
7806,1409,62,21,29.43
7807,1410,14,149,9.87
7808,1410,60,106,6.2
7809,1410,78,105,0.6
7810,1410,54,177,19.57
7811,1410,9,172,16.93
7812,1410,13,137,6.32
7813,1411,51,153,2.45
7814,1411,39,36,20.29
7815,1411,74,66,2.27
7816,1411,86,51,15.79
7817,1411,39,177,13.48
7818,1411,52,75,24.78
7819,1411,60,86,4.81
7820,1412,42,193,36.3
7821,1412,30,165,27.43
7822,1412,50,74,31.95
7823,1413,2,68,12.29
7824,1413,44,179,39.92
7825,1413,77,125,27.47
7826,1413,16,151,3.23
7827,1413,48,153,23.17
7828,1413,25,111,39.74
7829,1413,19,158,15.95
7830,1413,2,128,11.45
7831,1414,77,73,25.69
7832,1414,51,196,5.97
7833,1414,44,53,16.36
7834,1415,55,156,29.53
7835,1415,4,150,28.46
7836,1415,59,103,31.81
7837,1416,30,60,31.02
7838,1416,48,149,9.62
7839,1416,65,86,8.09
7840,1416,80,173,3.77
7841,1416,53,102,18.22
7842,1416,42,31,19.46
7843,1416,44,74,15.41
7844,1417,4,51,29.51
7845,1417,39,22,36.34
7846,1417,12,48,36.48
7847,1418,43,104,20.77
7848,1418,82,159,28.41
7849,1418,73,158,0.97
7850,1418,29,96,32.42
7851,1418,78,126,4.45
7852,1418,64,30,34.35
7853,1418,90,16,8.09
7854,1419,8,156,12.49
7855,1419,17,74,36.45
7856,1419,90,107,0.69
7857,1419,12,110,10.51
7858,1419,30,172,25.43
7859,1419,76,92,8.75
7860,1420,72,126,30.68
7861,1420,52,127,18.86
7862,1420,86,121,34.38
7863,1421,40,93,37.7
7864,1421,84,192,37.28
7865,1421,59,183,25.58
7866,1421,30,30,25.74
7867,1422,30,67,7.49
7868,1422,75,117,30.06
7869,1422,58,95,36.54
7870,1423,15,10,12.44
7871,1423,36,146,34.42
7872,1423,76,87,28.19
7873,1423,57,195,32.18
7874,1423,15,148,4.16
7875,1424,38,51,19.6
7876,1424,59,162,31.29
7877,1424,75,102,32.8
7878,1424,39,132,16.84
7879,1424,16,36,4.75
7880,1425,40,125,14.8
7881,1425,87,200,14.37
7882,1425,44,128,6.42
7883,1425,73,126,6.49
7884,1425,50,184,23.28
7885,1425,38,139,13.85
7886,1426,2,165,20.55
7887,1426,88,107,21.37
7888,1426,45,199,16.97
7889,1426,56,107,29.08
7890,1426,77,56,36.93
7891,1426,84,193,34.58
7892,1426,9,65,21.02
7893,1427,80,123,35.38
7894,1427,59,122,24.05
7895,1427,60,20,30.4
7896,1428,49,67,20.13
7897,1428,76,57,35.23
7898,1428,57,27,26.97
7899,1428,11,24,37.88
7900,1429,71,162,17.07
7901,1429,24,179,31.82
7902,1429,53,148,38.69
7903,1429,84,52,11.85
7904,1430,31,23,31.62
7905,1430,28,167,23.78
7906,1430,30,74,11.56
7907,1430,3,112,32.67
7908,1430,4,106,22.86
7909,1430,34,191,9.45
7910,1430,1,112,24.67
7911,1430,84,43,8.03
7912,1431,18,163,12.57
7913,1431,18,139,14.07
7914,1431,62,193,33.47
7915,1431,5,107,34.53
7916,1431,34,74,21.48
7917,1432,62,97,10.19
7918,1432,15,158,25.45
7919,1432,67,12,10.61
7920,1432,47,99,38.54
7921,1432,19,145,32.19
7922,1432,42,73,38.99
7923,1432,53,87,38.84
7924,1433,72,118,22.25
7925,1433,82,124,22.0
7926,1433,4,183,7.63
7927,1433,30,194,23.81
7928,1433,17,53,5.33
7929,1433,10,133,1.85
7930,1434,52,116,36.94
7931,1434,76,157,26.64
7932,1434,70,130,22.85
7933,1434,62,50,36.83
7934,1434,67,137,8.52
7935,1434,90,29,10.44
7936,1434,21,89,22.91
7937,1435,86,157,16.0
7938,1435,39,39,17.37
7939,1435,31,59,30.53
7940,1435,70,152,20.51
7941,1435,61,11,1.27
7942,1435,11,189,2.13
7943,1436,88,30,6.43
7944,1436,3,47,27.4
7945,1436,84,10,3.75
7946,1436,63,102,12.25
7947,1436,35,27,16.23
7948,1437,90,27,2.69
7949,1437,35,113,16.89
7950,1437,60,91,26.18
7951,1437,3,35,14.54
7952,1437,52,184,27.38
7953,1437,58,74,11.39
7954,1437,7,68,34.77
7955,1437,51,24,19.51
7956,1438,2,156,38.72
7957,1438,65,136,6.1
7958,1438,31,186,22.44
7959,1438,51,146,28.44
7960,1439,34,95,18.09
7961,1439,77,49,9.55
7962,1439,52,134,3.48
7963,1440,13,168,25.55
7964,1440,1,34,14.92
7965,1440,14,154,17.58
7966,1440,78,133,26.94
7967,1440,4,168,5.6
7968,1440,10,156,5.66
7969,1440,16,153,6.61
7970,1440,46,42,9.91
7971,1441,35,157,26.07
7972,1441,26,132,23.63
7973,1441,65,51,23.94
7974,1442,48,92,32.52
7975,1442,10,119,33.77
7976,1442,78,175,18.02
7977,1442,37,163,7.01
7978,1442,3,129,13.7
7979,1442,59,87,27.99
7980,1442,15,89,36.63
7981,1442,39,153,32.52
7982,1443,50,43,14.16
7983,1443,11,142,37.06
7984,1443,31,187,3.27
7985,1443,39,177,23.22
