venta_id,fecha,tienda_id,empleado_id,cliente_id,metodo_pago,total
24395,2023-06-05,5,30,1003,Otros,608.0
24396,2025-03-02,15,78,934,Otros,1830.56
24397,2025-02-19,20,130,2494,Bizum,1011.05
24398,2023-02-09,6,169,2575,Efectivo,1145.48
24399,2023-04-22,10,151,0,Bizum,458.58
24400,2023-05-06,4,21,0,Bizum,2408.82
24401,2024-12-21,17,168,1174,Efectivo,787.94
24402,2023-07-02,11,195,2482,Bizum,1111.42
24403,2023-09-11,8,53,0,Efectivo,1496.46
24404,2025-02-08,20,195,862,Otros,448.55
24405,2023-06-09,11,64,2686,Otros,256.7
24406,2024-11-26,12,156,2413,Bizum,1752.21
24407,2025-07-29,12,168,106,Tarjeta,1124.24
24408,2025-11-04,19,54,39,Tarjeta,758.36
24409,2025-07-13,9,115,0,Tarjeta,1578.55
24410,2025-08-08,19,162,2988,Tarjeta,19.03
24411,2023-04-22,1,23,0,Bizum,1575.19
24412,2023-08-26,15,17,983,Bizum,1585.24
24413,2024-03-13,4,48,273,Bizum,1073.96
24414,2025-05-13,3,137,0,Otros,1889.97
24415,2023-12-19,2,29,0,Otros,169.8
24416,2023-12-20,18,95,937,Tarjeta,76.06
24417,2025-11-11,1,128,1005,Bizum,1234.84
24418,2023-03-24,17,37,834,Tarjeta,2329.09
24419,2025-02-18,5,186,1270,Bizum,2573.88
24420,2025-05-26,5,38,0,Otros,1255.04
24421,2025-12-07,12,137,0,Bizum,216.23
24422,2025-10-25,9,96,0,Efectivo,2300.2
24423,2025-05-24,16,55,1617,Efectivo,847.24
24424,2023-06-02,20,119,2862,Efectivo,1241.95
24425,2023-10-15,20,118,0,Efectivo,1476.47
24426,2025-02-25,4,200,798,Otros,414.53
24427,2024-06-25,12,74,392,Bizum,2152.44
24428,2023-07-17,13,131,0,Efectivo,2526.85
24429,2024-10-29,16,130,0,Efectivo,1123.14
24430,2025-05-07,3,111,1480,Otros,2340.65
24431,2023-01-09,16,143,0,Tarjeta,131.26
24432,2025-02-22,15,110,0,Efectivo,949.74
24433,2023-06-25,12,56,0,Efectivo,458.8
24434,2025-02-11,18,133,0,Efectivo,406.87
24435,2025-02-06,6,105,2680,Efectivo,1302.59
24436,2025-01-19,16,133,0,Bizum,239.42
24437,2023-05-14,7,155,0,Otros,175.42
24438,2024-12-09,12,189,571,Tarjeta,990.4
24439,2025-11-17,14,62,2377,Otros,1017.85
24440,2024-05-26,8,119,1492,Otros,831.82
24441,2023-07-06,13,66,2438,Tarjeta,2120.64
24442,2024-07-14,1,68,2287,Tarjeta,1565.67
24443,2025-11-09,7,91,2923,Bizum,1433.93
24444,2023-11-06,14,115,2128,Bizum,174.28
24445,2025-10-24,6,176,2414,Tarjeta,1171.21
24446,2024-11-26,1,73,177,Tarjeta,618.66
24447,2025-08-28,11,154,242,Otros,737.87
24448,2023-05-24,4,76,0,Otros,1445.66
24449,2024-03-11,11,96,0,Otros,1943.56
24450,2024-06-24,4,163,0,Otros,1034.82
24451,2024-03-05,6,164,1531,Efectivo,935.51
24452,2025-01-31,1,90,0,Otros,1948.77
24453,2025-12-03,20,2,2863,Tarjeta,1660.24
24454,2025-06-03,12,184,0,Bizum,987.2
24455,2023-06-05,4,87,0,Efectivo,1918.76
24456,2024-01-19,9,17,0,Tarjeta,738.86
24457,2024-12-20,19,42,2899,Efectivo,1936.91
24458,2025-07-11,9,9,1201,Otros,186.57
24459,2025-04-11,6,101,1507,Tarjeta,592.38
24460,2025-01-02,16,127,1982,Bizum,688.5
24461,2024-02-02,15,42,731,Otros,927.42
24462,2023-04-14,1,63,1446,Tarjeta,1829.6
24463,2024-08-18,6,159,808,Bizum,684.82
24464,2025-10-31,2,47,0,Tarjeta,788.95
24465,2025-04-20,10,65,0,Otros,514.08
24466,2025-08-29,17,6,1356,Efectivo,150.05
24467,2024-07-09,16,83,0,Tarjeta,1146.64
24468,2023-03-26,5,135,607,Tarjeta,561.95
24469,2024-04-29,2,98,1692,Otros,1146.4
24470,2025-04-10,3,130,2036,Bizum,959.0
24471,2025-10-05,18,3,0,Tarjeta,137.04
24472,2024-01-25,5,185,0,Otros,606.41
24473,2025-06-30,1,196,2925,Tarjeta,832.85
24474,2024-04-08,14,83,0,Bizum,691.56
24475,2024-01-21,10,184,0,Tarjeta,857.31
24476,2024-08-21,7,19,0,Tarjeta,1214.75
24477,2024-05-22,1,59,0,Efectivo,2004.19
24478,2023-04-22,9,17,2833,Bizum,514.6
24479,2024-06-25,4,199,129,Tarjeta,901.81
24480,2023-07-31,4,19,0,Otros,732.54
24481,2023-07-22,20,177,1236,Efectivo,465.91
24482,2024-08-04,10,98,896,Efectivo,47.4
24483,2025-05-30,10,69,590,Tarjeta,1130.86
24484,2024-09-09,15,82,0,Bizum,385.41
24485,2023-08-26,7,1,2945,Efectivo,1495.27
24486,2024-02-19,8,1,1574,Efectivo,840.78
24487,2025-11-22,12,20,49,Bizum,1113.55
24488,2023-12-02,20,181,2276,Tarjeta,1989.83
24489,2025-05-04,16,151,1756,Bizum,1906.2
24490,2023-05-06,5,127,457,Efectivo,791.02
24491,2024-05-25,8,123,1040,Otros,1287.21
24492,2024-10-07,1,106,2474,Tarjeta,674.11
24493,2025-02-28,1,45,2282,Bizum,1461.94
24494,2025-04-24,1,44,2759,Otros,2196.48
24495,2023-09-02,20,46,910,Tarjeta,1183.13
24496,2023-03-20,13,62,0,Tarjeta,101.57
24497,2025-01-09,8,45,2544,Efectivo,1007.02
24498,2023-04-02,15,161,2113,Bizum,2092.52
24499,2025-04-28,16,100,0,Tarjeta,183.11
24500,2023-06-26,4,115,0,Bizum,572.76
24501,2024-02-14,14,176,0,Otros,2155.59
24502,2025-11-03,14,33,0,Bizum,821.78
24503,2025-01-11,13,70,2186,Efectivo,1601.2
24504,2025-11-10,2,139,0,Tarjeta,1343.29
24505,2023-05-05,3,169,0,Efectivo,1359.15
24506,2024-06-13,10,66,0,Otros,795.83
24507,2025-07-26,9,66,731,Otros,1600.3
24508,2024-06-16,18,51,2201,Efectivo,1227.52
24509,2025-03-01,18,144,0,Bizum,1063.23
24510,2023-08-10,17,104,1772,Tarjeta,1154.91
24511,2023-06-09,14,139,256,Tarjeta,140.42
24512,2023-06-04,10,132,1971,Bizum,1428.74
24513,2024-04-12,20,63,560,Efectivo,912.62
24514,2023-09-14,2,11,2737,Efectivo,1008.44
24515,2023-04-15,6,47,1256,Otros,1694.77
24516,2024-05-24,2,139,493,Efectivo,1065.09
24517,2023-09-10,11,174,0,Bizum,1344.16
24518,2025-02-04,4,73,0,Tarjeta,4.54
24519,2023-07-25,16,145,1104,Otros,1188.97
24520,2023-04-16,4,129,507,Otros,1248.11
24521,2023-06-06,17,144,0,Tarjeta,839.27
24522,2025-12-02,13,108,0,Tarjeta,1311.87
24523,2025-01-05,10,111,0,Otros,470.17
24524,2025-09-23,17,1,1038,Otros,1452.39
24525,2025-09-12,17,172,2165,Efectivo,1390.66
24526,2025-10-26,16,167,1044,Otros,443.22
24527,2025-10-20,1,19,0,Tarjeta,757.5
24528,2024-01-11,12,46,2979,Otros,1159.26
24529,2023-07-05,9,137,0,Bizum,229.49
24530,2024-03-22,5,78,1915,Tarjeta,895.38
24531,2025-07-15,17,115,848,Bizum,53.79
24532,2024-03-17,10,109,1942,Efectivo,809.18
24533,2024-10-25,16,40,1175,Tarjeta,800.91
24534,2024-12-04,8,60,1207,Otros,820.26
24535,2024-02-05,5,124,0,Bizum,361.27
24536,2024-09-05,10,131,798,Efectivo,297.99
24537,2023-01-13,13,48,0,Otros,2479.2
24538,2025-08-31,15,9,2399,Tarjeta,961.4
24539,2025-12-02,1,44,1863,Otros,53.22
24540,2023-12-04,19,18,26,Efectivo,1000.69
24541,2024-04-02,5,66,2550,Efectivo,143.59
24542,2025-04-27,18,23,2111,Tarjeta,789.07
24543,2024-05-27,14,150,134,Otros,889.16
24544,2023-05-02,12,183,0,Tarjeta,729.69
24545,2025-09-06,10,151,2597,Otros,725.79
24546,2023-06-11,2,145,2560,Bizum,346.4
24547,2024-05-17,9,39,2894,Bizum,357.21
24548,2023-01-14,16,176,911,Efectivo,2240.28
24549,2025-10-03,13,45,851,Tarjeta,852.3
24550,2024-09-22,20,3,0,Tarjeta,1409.69
24551,2023-09-17,4,40,2809,Otros,597.59
24552,2024-02-21,4,84,289,Efectivo,762.04
24553,2023-05-14,18,136,0,Tarjeta,450.54
24554,2025-08-15,7,176,1911,Bizum,662.95
24555,2023-09-23,10,85,370,Otros,184.56
24556,2024-07-11,11,122,1219,Otros,407.86
24557,2023-11-09,2,182,2625,Efectivo,14.28
24558,2023-01-29,8,196,1851,Tarjeta,409.26
24559,2025-03-02,13,186,0,Tarjeta,546.17
24560,2024-09-19,20,82,0,Otros,433.67
24561,2025-06-07,6,95,1943,Bizum,1515.4
24562,2023-02-04,9,90,2725,Otros,1645.39
24563,2023-04-12,10,199,716,Efectivo,1090.9
24564,2024-03-24,8,62,2474,Efectivo,1527.68
24565,2025-04-04,8,129,2239,Bizum,178.32
24566,2025-05-15,4,58,0,Efectivo,337.69
24567,2024-10-25,13,48,0,Tarjeta,256.31
24568,2023-04-19,5,45,0,Tarjeta,1277.6
24569,2024-06-27,1,117,0,Otros,582.28
24570,2024-02-16,16,127,1865,Otros,2398.55
24571,2024-10-18,1,48,733,Efectivo,929.33
24572,2024-09-02,16,194,2580,Otros,2245.87
24573,2024-08-04,17,12,0,Efectivo,133.74
24574,2023-05-30,3,49,2421,Tarjeta,160.72
24575,2024-03-25,8,27,1491,Bizum,305.05
24576,2025-04-15,1,168,682,Tarjeta,1903.43
24577,2025-05-08,6,70,2054,Efectivo,784.14
24578,2025-10-16,17,96,2269,Tarjeta,871.83
24579,2025-04-21,6,181,0,Bizum,192.55
24580,2025-12-07,2,167,1823,Efectivo,2434.76
24581,2023-10-09,16,41,281,Otros,1632.74
24582,2023-05-26,20,188,0,Tarjeta,560.52
24583,2023-05-21,8,77,1878,Tarjeta,850.97
24584,2024-12-13,5,70,2050,Otros,831.45
24585,2023-03-17,19,12,2846,Tarjeta,343.35
24586,2024-06-23,20,117,259,Tarjeta,1329.32
24587,2024-12-20,4,32,57,Bizum,78.88
24588,2023-08-15,9,172,1293,Tarjeta,1467.07
24589,2025-11-11,5,68,941,Otros,979.73
24590,2024-08-07,11,26,277,Bizum,215.67
24591,2024-03-26,14,96,144,Efectivo,314.4
24592,2024-04-04,9,136,0,Efectivo,1462.62
24593,2024-11-18,4,52,282,Tarjeta,1356.65
24594,2023-08-01,13,105,1025,Tarjeta,914.13
24595,2023-06-05,18,124,2062,Bizum,2298.52
24596,2025-04-11,20,152,2461,Bizum,1968.0
24597,2023-11-20,1,16,1249,Bizum,280.26
24598,2024-07-17,19,102,2191,Tarjeta,823.67
24599,2023-08-13,2,181,2366,Tarjeta,1640.76
24600,2025-11-03,6,73,2369,Bizum,322.78
24601,2024-06-02,18,117,703,Otros,1026.57
24602,2025-06-25,4,22,0,Tarjeta,2401.92
24603,2024-06-03,15,160,2675,Bizum,1999.8
24604,2025-09-24,19,22,1897,Otros,1246.96
24605,2024-03-02,2,84,0,Otros,814.26
24606,2023-04-08,11,64,0,Otros,727.99
24607,2024-08-18,7,33,986,Tarjeta,445.11
24608,2023-04-11,10,64,479,Bizum,747.01
24609,2025-02-25,15,73,1215,Tarjeta,1847.42
24610,2025-01-21,5,83,1568,Tarjeta,1584.81
24611,2024-02-26,4,91,0,Bizum,476.89
24612,2023-08-13,19,192,0,Tarjeta,1432.78
24613,2023-12-12,19,84,62,Otros,1769.42
24614,2025-06-12,14,149,0,Bizum,117.69
24615,2024-08-12,4,122,251,Otros,1535.61
24616,2023-11-06,4,177,0,Efectivo,37.23
24617,2024-05-22,15,157,1585,Tarjeta,171.79
24618,2023-05-01,6,191,102,Bizum,758.9
24619,2024-01-16,12,18,2208,Tarjeta,52.92
24620,2023-07-09,6,173,1862,Efectivo,1971.05
24621,2024-04-08,10,42,560,Efectivo,812.34
24622,2023-12-09,1,85,1026,Efectivo,221.08
24623,2024-06-20,11,97,2963,Otros,1903.13
24624,2025-12-16,11,34,1053,Tarjeta,2088.56
24625,2024-11-17,19,39,929,Bizum,2332.63
24626,2023-03-12,11,101,1214,Tarjeta,1551.74
24627,2024-05-26,6,132,899,Efectivo,206.25
24628,2023-01-20,12,114,0,Efectivo,782.84
24629,2024-12-17,17,187,608,Efectivo,2081.36
24630,2025-04-15,5,56,252,Efectivo,12.46
24631,2025-10-09,14,156,2498,Bizum,1513.31
24632,2024-09-27,3,3,1600,Bizum,1342.8
24633,2025-02-16,16,89,0,Bizum,1063.81
24634,2023-06-09,11,56,2983,Efectivo,650.16
24635,2024-11-13,7,167,2396,Otros,756.13
24636,2023-02-11,9,7,2917,Tarjeta,647.53
24637,2024-05-19,20,150,1224,Tarjeta,2602.33
24638,2023-06-23,13,29,1265,Tarjeta,1551.32
24639,2023-10-13,8,105,387,Bizum,1095.9
24640,2024-01-03,6,177,0,Tarjeta,1573.94
24641,2023-01-19,7,13,0,Bizum,8.72
24642,2023-11-29,17,76,1681,Otros,1721.03
24643,2025-06-16,1,43,2836,Bizum,159.2
24644,2023-10-23,13,189,0,Otros,927.1
24645,2024-07-04,2,143,473,Tarjeta,1598.44
24646,2023-12-26,17,14,2583,Otros,569.08
24647,2023-12-30,17,76,0,Efectivo,2096.07
24648,2024-09-14,1,171,1930,Otros,942.98
24649,2023-05-21,15,36,0,Tarjeta,1149.43
24650,2024-02-15,17,165,2676,Bizum,348.46
24651,2024-08-21,4,2,1100,Tarjeta,1741.27
24652,2023-12-09,10,16,0,Tarjeta,1187.62
24653,2025-05-18,9,170,2521,Otros,1683.42
24654,2025-08-31,4,76,175,Otros,529.9
24655,2025-11-16,6,121,0,Tarjeta,437.74
24656,2023-01-16,16,198,1264,Efectivo,842.3
24657,2024-08-26,6,149,728,Bizum,941.94
24658,2024-11-20,17,182,0,Tarjeta,157.6
24659,2025-02-23,12,148,0,Bizum,1525.47
24660,2023-12-20,10,80,0,Tarjeta,87.96
24661,2024-06-28,13,2,551,Tarjeta,416.34
24662,2023-05-03,20,71,370,Efectivo,571.82
24663,2023-04-12,14,105,0,Bizum,617.07
24664,2023-05-24,5,64,0,Efectivo,1941.11
24665,2024-12-31,18,167,2918,Efectivo,137.92
24666,2024-10-16,10,79,2111,Efectivo,1400.0
24667,2025-09-13,20,142,2547,Tarjeta,1129.99
24668,2023-11-18,18,87,0,Otros,790.53
24669,2023-09-25,15,4,1915,Otros,547.34
24670,2024-06-19,1,150,2147,Bizum,489.96
24671,2023-11-08,9,100,1835,Otros,1519.73
24672,2025-02-07,11,142,1191,Otros,1799.39
24673,2023-12-13,6,102,1049,Otros,107.55
24674,2024-09-20,11,60,0,Otros,787.98
24675,2024-10-16,14,167,250,Efectivo,1038.37
24676,2023-08-21,7,111,0,Efectivo,1921.3
24677,2024-03-08,12,28,1377,Tarjeta,1494.79
24678,2023-03-30,17,149,8,Bizum,108.22
24679,2023-12-27,13,41,2377,Bizum,1390.07
24680,2023-05-17,8,35,967,Otros,1174.05
24681,2025-05-29,12,54,519,Efectivo,1944.7
24682,2023-06-27,11,88,0,Otros,120.47
24683,2024-12-03,11,88,2499,Tarjeta,1288.13
24684,2025-11-30,13,163,2783,Tarjeta,434.92
24685,2024-09-20,15,117,1487,Otros,96.53
24686,2025-11-20,7,144,0,Tarjeta,253.8
24687,2023-09-22,13,189,0,Tarjeta,696.45
24688,2024-11-08,3,108,2150,Bizum,373.2
24689,2024-08-26,8,139,0,Otros,886.08
24690,2024-07-02,15,76,130,Bizum,1022.65
24691,2023-08-17,8,144,2347,Otros,1674.19
24692,2025-04-12,19,20,969,Bizum,1759.2
24693,2023-06-25,3,6,2250,Tarjeta,1271.45
24694,2023-12-06,17,51,0,Efectivo,195.05
24695,2023-12-28,13,160,1674,Tarjeta,814.89
24696,2025-02-23,4,147,1743,Bizum,622.32
24697,2023-11-12,3,197,2452,Tarjeta,498.32
24698,2023-02-19,14,80,0,Bizum,728.19
24699,2024-02-12,12,92,0,Bizum,381.88
24700,2023-01-18,2,163,833,Otros,1207.27
24701,2024-08-30,7,34,2555,Efectivo,985.78
24702,2023-09-27,13,128,0,Tarjeta,59.62
24703,2024-08-05,5,186,0,Otros,875.27
24704,2023-03-25,17,83,848,Tarjeta,732.78
24705,2025-02-21,5,46,1067,Efectivo,423.22
24706,2025-02-26,15,53,0,Otros,1306.13
24707,2023-11-15,14,156,0,Bizum,1953.98
24708,2025-04-11,9,6,2108,Otros,487.61
24709,2023-05-23,13,83,1008,Efectivo,55.82
24710,2023-08-26,4,32,0,Tarjeta,1173.74
24711,2023-02-22,18,197,724,Tarjeta,469.67
24712,2025-10-21,19,7,0,Tarjeta,1012.85
24713,2023-05-14,13,38,0,Bizum,372.49
24714,2023-07-14,20,28,0,Bizum,618.2
24715,2025-01-22,4,47,0,Otros,1862.23
24716,2024-01-07,4,136,2379,Bizum,834.38
24717,2024-07-15,12,105,0,Bizum,1738.56
24718,2023-08-30,4,67,0,Tarjeta,2454.9
24719,2023-01-18,20,70,0,Otros,471.89
24720,2026-01-01,7,59,1591,Efectivo,852.99
24721,2023-01-27,10,192,0,Otros,175.59
24722,2023-07-10,8,42,2916,Otros,196.26
24723,2024-05-13,4,129,1550,Tarjeta,712.68
24724,2023-10-29,9,47,0,Tarjeta,488.74
24725,2023-11-07,4,132,1714,Otros,1687.34
24726,2023-09-29,13,92,2740,Otros,1165.23
24727,2025-04-16,9,66,172,Bizum,1354.23
24728,2024-01-24,17,154,0,Bizum,303.34
24729,2023-03-02,19,73,436,Otros,721.4
24730,2023-05-15,8,170,1380,Bizum,2506.47
24731,2023-05-10,16,108,0,Tarjeta,1633.94
24732,2025-10-11,20,90,0,Efectivo,656.42
24733,2023-08-10,7,154,0,Bizum,64.31
24734,2023-06-07,9,86,1016,Otros,9.31
24735,2024-05-16,18,34,477,Otros,324.67
24736,2024-11-30,9,31,1333,Bizum,759.84
24737,2024-03-23,5,130,157,Otros,1868.89
24738,2025-10-03,1,80,339,Otros,1006.93
24739,2025-06-15,19,190,2006,Otros,1795.18
24740,2025-08-23,15,31,0,Efectivo,464.68
24741,2024-05-24,11,29,0,Otros,282.02
24742,2024-02-25,17,153,2611,Tarjeta,698.16
24743,2024-10-07,11,169,2378,Otros,1041.94
24744,2023-02-08,14,182,2545,Efectivo,91.48
24745,2025-02-11,7,179,2718,Efectivo,2467.72
24746,2025-10-28,6,155,2782,Bizum,860.07
24747,2025-07-22,13,109,0,Otros,324.09
24748,2024-03-19,20,99,2246,Bizum,628.4
24749,2025-12-07,2,158,1904,Bizum,985.26
24750,2025-07-19,6,171,0,Otros,518.07
24751,2024-01-09,5,39,838,Efectivo,469.39
24752,2024-11-25,3,175,577,Otros,36.82
24753,2023-12-31,18,34,1675,Efectivo,49.37
24754,2024-09-11,7,151,386,Otros,578.3
24755,2023-09-25,12,4,198,Bizum,190.21
24756,2025-01-17,17,62,0,Tarjeta,775.26
24757,2023-12-26,20,9,0,Otros,699.22
24758,2025-11-26,13,164,2204,Tarjeta,442.5
24759,2024-04-11,6,183,1265,Efectivo,859.23
24760,2023-10-22,16,178,0,Otros,500.83
24761,2025-06-16,11,169,905,Otros,1762.1
24762,2025-04-13,5,11,0,Otros,2043.69
24763,2025-04-23,17,179,0,Bizum,434.49
24764,2023-08-28,6,86,292,Tarjeta,387.16
24765,2025-10-07,4,167,2773,Tarjeta,1183.21
24766,2025-11-01,6,98,642,Efectivo,290.34
24767,2025-02-28,2,66,2910,Tarjeta,1427.03
24768,2025-08-21,20,184,1224,Efectivo,1505.49
24769,2024-01-29,4,89,1499,Efectivo,705.75
24770,2024-07-14,8,131,0,Efectivo,508.54
24771,2023-04-24,15,22,0,Bizum,408.4
24772,2023-02-28,10,188,215,Otros,1390.67
24773,2024-02-03,17,199,1272,Bizum,897.1
24774,2025-04-13,2,23,226,Bizum,827.66
24775,2025-08-17,2,159,2489,Bizum,1791.27
24776,2025-09-22,1,70,1976,Bizum,500.15
24777,2025-08-19,6,25,0,Efectivo,603.92
24778,2025-02-19,1,153,571,Tarjeta,827.87
24779,2024-03-24,3,59,654,Efectivo,1400.84
24780,2025-10-31,13,89,0,Tarjeta,263.6
24781,2024-03-11,10,122,0,Otros,1039.06
24782,2023-11-02,12,55,0,Otros,330.41
24783,2025-09-13,7,12,1262,Efectivo,1177.92
24784,2023-08-15,2,126,390,Efectivo,1000.22
24785,2023-05-08,4,143,1513,Otros,828.8
24786,2023-12-24,15,31,0,Tarjeta,1229.26
24787,2024-03-18,1,78,1365,Bizum,1334.32
24788,2024-07-20,9,88,376,Otros,2107.81
24789,2025-03-08,10,109,2807,Efectivo,819.57
24790,2023-05-07,16,107,2319,Efectivo,128.0
24791,2024-04-08,17,169,0,Tarjeta,789.56
24792,2025-10-28,14,128,0,Efectivo,530.83
24793,2023-09-30,20,99,0,Bizum,764.33
24794,2023-01-06,10,17,0,Tarjeta,1104.76
24795,2024-12-02,16,154,1329,Bizum,1487.4
24796,2024-01-24,6,97,2884,Bizum,285.95
24797,2025-08-08,2,109,2258,Efectivo,367.56
24798,2024-10-05,6,83,0,Efectivo,1766.98
24799,2025-02-09,16,171,476,Efectivo,2644.87
24800,2024-09-04,12,170,0,Otros,1903.28
24801,2025-10-08,5,125,1695,Tarjeta,1062.65
24802,2023-01-12,17,97,1502,Bizum,1809.9
24803,2025-07-02,7,190,2809,Bizum,686.18
24804,2024-02-11,20,80,2526,Tarjeta,657.54
24805,2024-07-18,2,198,0,Otros,312.97
24806,2023-01-04,7,146,2262,Otros,692.42
24807,2023-07-11,13,86,1876,Bizum,344.57
24808,2023-10-01,1,69,10,Efectivo,1370.97
24809,2023-08-16,8,35,0,Bizum,790.35
24810,2023-12-23,10,174,0,Bizum,222.97
24811,2024-07-27,7,46,0,Tarjeta,273.46
24812,2023-08-10,7,102,1279,Efectivo,1470.73
24813,2025-09-23,10,118,1427,Otros,1903.84
24814,2023-11-06,10,163,708,Efectivo,849.15
24815,2023-02-09,8,149,2768,Tarjeta,128.02
24816,2023-07-13,10,176,983,Efectivo,936.82
24817,2023-04-11,6,158,1726,Tarjeta,423.88
24818,2024-06-09,7,10,0,Efectivo,1685.35
24819,2023-04-08,13,26,1476,Otros,849.17
24820,2024-09-09,2,14,0,Efectivo,1468.2
24821,2025-11-14,7,186,0,Otros,1889.67
24822,2025-01-18,8,157,1374,Bizum,418.18
24823,2023-08-14,4,6,2953,Tarjeta,1235.77
24824,2023-07-20,11,150,1158,Bizum,664.61
24825,2024-05-20,7,14,1077,Bizum,19.74
24826,2023-05-03,13,63,0,Efectivo,1666.31
24827,2024-12-04,10,60,223,Otros,402.03
24828,2025-02-02,20,130,1704,Otros,2195.5
24829,2023-09-28,15,9,2142,Tarjeta,1603.36
24830,2024-04-26,13,37,0,Efectivo,1206.91
24831,2024-07-01,10,84,2806,Otros,968.41
24832,2025-03-26,16,196,1691,Efectivo,549.59
24833,2024-01-03,18,25,269,Efectivo,1611.57
24834,2025-02-13,17,92,2307,Tarjeta,402.37
24835,2025-06-23,4,19,1374,Otros,559.63
24836,2025-05-16,14,148,0,Otros,1680.75
24837,2025-12-14,12,28,2846,Efectivo,1325.96
24838,2023-06-02,6,90,313,Efectivo,1450.2
24839,2024-01-03,4,41,2007,Otros,27.18
24840,2025-01-07,20,194,186,Tarjeta,490.65
24841,2024-02-21,9,1,2614,Efectivo,1627.36
24842,2023-09-08,1,129,2653,Bizum,897.38
24843,2025-03-24,10,52,2142,Bizum,2773.63
24844,2025-09-14,20,122,0,Bizum,1146.8
24845,2024-09-29,18,36,0,Efectivo,49.03
24846,2025-01-30,14,73,300,Otros,147.48
24847,2023-04-27,14,77,1850,Bizum,879.14
24848,2023-02-03,5,143,489,Efectivo,273.78
24849,2024-08-16,4,119,2494,Bizum,1621.12
24850,2024-10-22,6,7,1752,Otros,1654.08
24851,2025-07-17,6,157,0,Bizum,1698.51
24852,2023-05-24,4,50,363,Bizum,1952.21
24853,2025-12-14,11,57,2686,Bizum,215.27
24854,2023-06-10,9,72,1805,Otros,346.98
24855,2025-03-15,12,19,348,Efectivo,1494.53
24856,2024-09-25,3,83,1121,Efectivo,946.2
24857,2025-01-27,5,98,0,Tarjeta,1624.01
24858,2023-07-06,2,131,2680,Otros,689.3
24859,2024-08-04,14,144,0,Otros,1166.4
24860,2023-02-26,19,185,0,Efectivo,1648.53
24861,2023-11-21,16,114,0,Tarjeta,1518.69
24862,2023-09-07,11,101,0,Efectivo,1028.87
24863,2025-07-16,4,2,0,Bizum,1148.46
24864,2025-07-17,6,41,288,Otros,495.41
24865,2023-07-10,5,59,124,Otros,890.13
24866,2024-08-26,16,35,1403,Tarjeta,899.63
24867,2024-07-19,15,124,993,Bizum,1627.6
24868,2023-10-21,5,132,0,Bizum,1931.18
24869,2023-12-14,6,141,0,Efectivo,888.97
24870,2024-10-19,13,95,0,Otros,2073.44
24871,2024-03-07,20,72,0,Bizum,674.19
24872,2023-09-09,18,34,71,Bizum,512.14
24873,2024-04-10,8,162,1152,Tarjeta,351.84
24874,2023-01-09,16,145,67,Otros,1080.08
24875,2025-07-03,6,121,2696,Tarjeta,1038.39
24876,2023-12-19,20,165,1054,Tarjeta,1065.85
24877,2024-05-10,10,185,577,Tarjeta,1853.48
24878,2024-08-24,3,97,2527,Efectivo,718.92
24879,2023-11-12,15,183,1747,Tarjeta,1850.17
24880,2023-05-26,15,99,743,Efectivo,897.68
24881,2024-07-28,13,186,0,Tarjeta,806.26
24882,2025-04-22,10,25,759,Bizum,1937.73
24883,2023-08-06,13,145,2762,Otros,967.6
24884,2025-07-29,1,106,1547,Efectivo,1053.07
24885,2023-03-14,4,123,1875,Otros,329.69
24886,2024-12-25,1,27,2857,Otros,1641.1
24887,2023-01-08,2,116,2927,Efectivo,293.36
24888,2025-08-17,7,192,2555,Bizum,2022.08
24889,2024-10-28,15,34,1325,Tarjeta,205.72
24890,2024-09-26,18,183,586,Tarjeta,321.6
24891,2023-08-13,6,62,787,Efectivo,1128.6
24892,2023-08-02,17,161,2792,Bizum,538.1
24893,2023-04-08,11,132,2254,Otros,2395.24
24894,2024-02-05,14,13,114,Tarjeta,133.6
24895,2023-04-03,15,144,2739,Otros,62.62
24896,2025-07-19,7,176,178,Efectivo,262.51
24897,2024-02-14,17,185,1577,Efectivo,1758.98
24898,2024-05-09,12,33,1310,Otros,940.13
24899,2024-05-23,1,181,2089,Otros,2205.42
24900,2024-10-02,13,100,1483,Bizum,128.61
24901,2023-09-11,8,73,2177,Efectivo,1424.01
24902,2023-11-21,6,129,1572,Otros,978.35
24903,2024-11-11,11,63,1961,Tarjeta,868.49
24904,2024-09-23,9,55,0,Otros,2501.46
24905,2025-03-11,13,172,2279,Otros,1367.46
24906,2025-09-08,17,166,298,Bizum,735.55
24907,2024-04-07,6,130,2308,Bizum,1102.24
24908,2024-02-25,11,84,2163,Bizum,515.92
24909,2025-08-01,9,122,539,Efectivo,499.96
24910,2023-02-07,18,61,2514,Efectivo,647.44
24911,2024-12-14,7,200,1239,Efectivo,1191.18
24912,2025-03-22,19,141,2821,Otros,1193.85
24913,2023-06-14,6,92,2642,Tarjeta,566.33
24914,2025-09-13,6,199,1056,Otros,1058.34
24915,2023-06-22,18,89,993,Otros,776.47
24916,2025-06-16,16,33,1051,Otros,951.74
24917,2025-10-24,1,33,0,Otros,728.64
24918,2025-06-17,17,62,2982,Otros,633.97
24919,2024-03-24,7,63,0,Bizum,451.81
24920,2024-02-26,4,194,0,Bizum,1034.02
24921,2023-11-14,13,109,0,Efectivo,290.58
24922,2023-05-02,3,168,0,Tarjeta,356.05
24923,2025-08-27,11,143,2244,Efectivo,975.29
