compra_id,fecha,tienda_id,proveedor_id,total
776,2023-07-21,5,1,7975.98
777,2025-10-28,15,9,16308.34
778,2024-10-18,3,14,2630.82
779,2023-12-09,5,11,11552.68
780,2023-11-07,5,12,11419.05
781,2023-08-24,5,1,16483.06
782,2024-08-24,7,1,10222.14
783,2025-12-10,13,11,2816.73
784,2025-02-18,12,6,6048.1
785,2023-02-04,19,8,3663.86
786,2024-09-20,12,7,8876.38
787,2025-09-08,20,3,13336.99
788,2025-04-24,19,1,14086.71
789,2024-08-07,1,4,6967.72
790,2025-05-16,15,6,9618.59
791,2025-06-08,9,8,1741.2
792,2024-04-15,14,9,2648.07
793,2025-01-20,17,2,7000.09
794,2024-08-12,2,14,5904.66
795,2025-05-29,14,12,17757.56
796,2023-10-11,17,4,11264.95
797,2023-05-20,18,13,24170.88
798,2024-04-03,17,8,14034.16
799,2024-01-10,11,7,9555.75
800,2025-06-01,9,3,19828.43
801,2025-11-16,20,10,18065.22
802,2023-09-04,6,13,15437.07
803,2024-01-04,3,14,6746.89
804,2023-12-05,19,5,16204.02
805,2024-12-27,14,2,21350.6
806,2024-08-22,13,3,14420.81
807,2024-12-29,5,3,17073.68
808,2025-12-15,5,13,20525.94
809,2025-04-14,7,12,2145.45
810,2025-11-12,11,9,5961.59
811,2024-06-20,16,3,2172.82
812,2025-04-03,19,7,8213.91
813,2023-03-27,18,11,14481.68
814,2024-05-24,18,7,12085.23
815,2024-05-19,16,6,13260.17
816,2025-02-15,20,1,13261.9
817,2025-06-09,18,10,15647.88
818,2024-10-15,10,13,9069.03
819,2025-05-07,6,13,4638.89
820,2023-12-25,6,2,12346.01
821,2023-05-18,11,10,16147.96
822,2023-08-10,18,1,17044.76
823,2024-06-22,14,13,2178.33
824,2025-03-01,12,12,10524.29
825,2024-09-17,14,5,22931.22
826,2024-02-27,13,13,6036.52
827,2023-05-30,6,14,7413.61
828,2023-10-24,18,9,9246.39
829,2023-05-18,10,9,13058.4
830,2023-02-01,18,2,24862.82
831,2025-09-12,10,6,13266.03
832,2024-04-08,18,11,20124.98
833,2024-03-10,19,9,2456.82
834,2023-08-23,14,7,14839.8
835,2023-06-21,4,1,8779.99
836,2025-09-15,2,13,12288.85
837,2024-01-09,13,15,5081.21
838,2025-06-05,2,7,13752.21
839,2025-12-06,16,1,18714.27
840,2025-12-01,14,9,22451.9
841,2025-01-04,5,7,17900.22
842,2025-09-23,4,8,13875.47
843,2025-06-11,13,3,8507.21
844,2024-08-24,18,6,5641.06
845,2025-03-28,2,2,6093.47
846,2024-11-02,18,10,14441.12
847,2023-05-01,18,11,5087.06
848,2024-01-16,3,6,4234.0
849,2023-06-27,9,15,12981.73
850,2023-06-30,4,7,13755.1
851,2024-08-30,15,15,10248.48
852,2025-05-29,14,1,21745.82
853,2024-11-08,18,1,8508.42
854,2023-01-20,6,12,16591.84
855,2024-11-03,1,3,10623.3
856,2023-12-29,3,11,7415.14
857,2023-11-20,2,1,13123.83
858,2025-10-05,10,1,7449.5
859,2025-01-19,19,11,11169.45
860,2024-08-05,20,12,6514.84
861,2023-12-23,20,15,12183.61
862,2023-05-31,18,1,11394.18
863,2025-07-27,13,8,6315.19
864,2024-01-18,19,1,14113.87
865,2023-08-27,5,15,10695.71
866,2025-07-12,15,6,11394.59
867,2023-01-18,6,13,15540.74
868,2023-12-17,4,11,12992.56
869,2023-08-06,4,7,7837.7
870,2025-08-07,11,10,22988.64
871,2024-11-10,17,5,3275.82
872,2023-11-15,8,3,6828.45
873,2025-01-07,3,7,8956.89
874,2023-09-18,16,6,10546.01
875,2023-07-16,13,15,15614.65
876,2023-09-02,17,4,3475.78
877,2024-02-20,19,2,5757.13
878,2023-03-25,13,8,11313.45
879,2024-09-19,7,11,6438.75
880,2023-10-09,14,11,28133.53
881,2025-02-17,3,11,11801.71
882,2024-02-19,8,5,4385.75
883,2025-08-14,9,6,26511.37
884,2025-10-26,20,13,14624.32
885,2025-03-28,11,3,8948.48
886,2024-06-26,10,1,23863.7
887,2024-12-30,16,9,5056.31
888,2023-12-27,9,12,18422.31
889,2025-06-29,5,4,11062.49
890,2025-06-18,5,14,9779.22
891,2024-09-08,1,10,9201.42
892,2024-12-09,7,7,11478.98
893,2024-03-12,20,6,4801.71
894,2025-08-28,10,6,21074.84
895,2023-03-21,7,7,3599.67
896,2024-01-10,18,11,19362.86
897,2024-06-03,20,5,13803.92
898,2023-04-28,12,7,13825.95
899,2025-10-04,13,11,6267.64
900,2025-04-01,13,3,16682.29
901,2023-06-08,9,2,17946.88
902,2024-06-03,5,1,7617.26
903,2024-05-13,3,4,14323.09
904,2024-11-25,1,8,22141.31
905,2024-11-16,19,11,2892.18
906,2025-07-23,10,10,9378.22
907,2025-07-10,19,8,10888.43
908,2023-03-19,16,4,15799.12
909,2025-01-23,1,3,13004.88
910,2024-11-17,19,13,17163.68
911,2024-06-13,20,4,9991.37
912,2025-10-22,19,6,20687.83
913,2023-09-22,19,8,2702.6
914,2025-04-25,10,11,8752.0
915,2023-04-22,20,4,15135.48
916,2025-03-16,11,14,22481.46
917,2025-01-08,3,5,9875.74
918,2024-09-26,8,4,16451.34
919,2024-10-04,2,9,19342.48
920,2024-07-28,6,3,10930.79
921,2024-02-23,4,4,7788.03
922,2025-07-23,14,13,9151.63
923,2024-04-17,6,15,16345.86
924,2023-04-17,5,5,14940.99
925,2023-08-05,9,7,8314.95
926,2024-12-03,19,13,9753.67
927,2025-07-26,4,9,14243.68
928,2024-05-30,20,10,11986.48
929,2025-02-22,9,10,11925.91
930,2025-11-07,17,8,15402.35
931,2025-05-24,6,7,10322.43
932,2025-01-25,5,1,14825.03
933,2024-08-30,14,3,12999.8
934,2023-06-21,6,2,8389.0
935,2025-06-10,5,14,11436.13
936,2025-10-26,13,3,14827.72
937,2023-10-16,6,2,18859.07
938,2025-04-12,15,3,15629.49
939,2023-01-12,1,1,9226.12
940,2023-01-04,8,9,7064.29
941,2024-05-14,14,15,17287.2
942,2023-06-20,14,15,9277.93
943,2023-11-09,8,12,13389.56
944,2025-09-03,3,9,5735.77
945,2023-07-25,18,9,11921.72
946,2023-11-05,1,12,17771.27
947,2025-06-29,1,13,9299.95
948,2024-12-21,16,5,20178.15
949,2025-12-29,10,13,6338.68
950,2023-08-31,11,3,4661.29
951,2024-01-02,2,1,10772.8
952,2025-08-28,18,4,8969.73
953,2024-12-29,13,2,18850.75
954,2023-03-13,6,7,9101.87
955,2024-05-31,10,5,10990.92
956,2023-10-18,2,7,7236.76
957,2023-01-17,6,2,13318.27
958,2024-04-01,12,10,9020.08
959,2023-05-20,6,2,19024.85
960,2024-10-02,12,3,3945.16
961,2023-04-17,11,15,12025.81
962,2024-12-30,15,2,12163.95
963,2025-12-03,8,14,11946.91
964,2024-09-18,4,8,7280.18
965,2025-02-14,16,8,7184.53
966,2024-11-30,14,5,7588.14
967,2024-04-11,11,8,15325.39
968,2025-07-26,20,12,18051.07
969,2023-10-09,3,14,10997.07
970,2024-02-27,9,13,9659.53
971,2023-06-13,20,8,11936.67
972,2025-05-20,5,9,5686.23
973,2023-09-06,13,1,3803.42
974,2023-10-03,16,5,11926.11
975,2024-02-26,17,8,11585.26
976,2025-05-31,11,14,11697.9
977,2025-09-25,13,4,11853.01
978,2023-01-10,13,7,12115.36
979,2024-02-24,15,6,15255.41
980,2023-10-20,1,5,10363.58
981,2023-04-02,19,13,14817.69
982,2024-04-30,12,2,8806.37
983,2023-03-13,9,13,8781.82
984,2024-04-24,8,12,5254.56
985,2024-01-31,4,6,15810.55
986,2024-07-03,5,1,9721.13
987,2025-09-15,2,10,15855.12
988,2024-09-03,16,14,5779.44
989,2025-02-22,7,5,7374.6
990,2024-02-07,19,6,4868.89
991,2023-03-12,3,4,15358.53
992,2023-08-16,4,8,14330.99
993,2024-12-02,1,3,6395.4
994,2025-08-29,15,13,3308.29
995,2025-08-11,3,11,15002.08
996,2025-05-30,3,3,17395.89
997,2024-04-17,1,9,14911.58
998,2024-02-17,17,15,18636.31
999,2024-07-15,14,6,10831.58
1000,2023-05-05,7,1,6913.62
1001,2023-01-10,4,10,7094.4
1002,2023-07-09,1,10,17937.73
1003,2024-11-20,18,13,6743.64
1004,2025-06-08,8,4,8087.59
1005,2025-01-26,20,9,14133.54
1006,2024-07-13,10,10,7006.7
1007,2024-08-14,17,8,4140.49
1008,2023-10-06,11,15,9830.21
1009,2023-08-26,11,2,10555.94
1010,2023-06-27,5,8,13845.4
1011,2024-12-19,14,2,8695.6
1012,2024-10-27,14,13,7910.64
1013,2023-06-30,1,2,8750.27
1014,2023-12-13,14,9,8729.73
1015,2025-03-04,14,12,16493.24
1016,2023-06-14,15,14,14058.81
1017,2023-08-15,18,3,5658.52
1018,2024-07-20,13,11,8736.5
1019,2024-09-20,14,4,12395.36
1020,2023-02-17,14,9,10285.01
1021,2025-04-02,4,12,5879.24
1022,2023-04-19,17,7,5416.62
1023,2023-04-12,20,10,1305.17
1024,2023-07-22,16,12,24394.32
1025,2025-01-16,11,14,2522.89
1026,2023-12-07,1,8,15053.02
1027,2023-11-13,20,8,15060.68
1028,2024-04-09,11,14,2893.46
1029,2024-12-21,18,6,10754.66
1030,2025-02-22,13,10,17353.06
1031,2025-04-12,4,14,8491.8
1032,2024-03-30,4,10,6569.15
1033,2025-03-05,12,13,15756.77
1034,2025-08-25,4,6,6968.48
1035,2025-10-16,19,6,11756.53
1036,2023-10-17,15,8,2234.54
1037,2024-06-23,13,13,22402.54
1038,2023-12-20,2,3,8707.85
1039,2025-02-11,15,11,19865.54
1040,2025-12-07,9,9,9934.58
1041,2025-07-09,11,10,13487.07
1042,2023-02-26,3,10,2596.39
1043,2023-10-29,6,3,8504.09
1044,2025-04-07,9,14,7819.46
1045,2023-06-08,9,8,4682.5
1046,2024-02-02,3,7,9502.97
1047,2025-06-27,9,13,7342.43
1048,2023-09-18,20,4,6620.77
1049,2025-05-09,14,12,19736.09
1050,2025-06-09,17,14,18627.07
1051,2023-04-06,6,10,5957.62
1052,2024-01-30,6,6,4009.66
1053,2024-04-08,2,2,9574.5
1054,2023-11-29,8,4,8994.92
1055,2023-04-28,3,3,9994.03
1056,2024-01-09,1,7,9199.6
1057,2025-11-07,5,11,5529.65
1058,2024-04-16,12,12,8497.99
1059,2025-08-02,16,15,24100.19
1060,2023-03-26,16,8,16169.52
1061,2024-08-16,18,11,17019.78
1062,2025-11-06,6,1,9711.21
1063,2024-12-18,6,3,4878.4
1064,2024-05-30,14,4,2246.6
1065,2025-05-05,1,10,11311.99
1066,2023-06-03,8,10,3068.79
1067,2023-06-27,15,2,15592.9
1068,2024-07-30,5,7,8941.43
1069,2023-10-28,14,11,4201.79
1070,2023-07-23,7,12,13934.1
1071,2024-05-29,7,13,12183.94
1072,2023-12-12,6,1,10247.52
1073,2025-07-07,19,5,13383.64
1074,2024-11-25,1,10,7531.09
1075,2023-02-02,19,10,5100.92
1076,2023-07-12,14,12,11287.74
1077,2025-05-01,12,15,9107.45
1078,2025-07-16,2,3,9592.03
1079,2024-11-22,14,1,4876.5
1080,2025-06-20,16,11,25015.5
1081,2024-03-22,14,6,31047.87
1082,2023-02-14,11,14,18817.68
1083,2023-01-31,6,10,14503.39
1084,2023-01-13,15,12,19240.46
1085,2023-02-09,20,12,6518.34
1086,2025-06-18,20,6,9910.16
1087,2023-04-22,8,13,20446.46
1088,2023-10-18,9,15,6677.43
1089,2025-12-18,13,3,14332.27
1090,2025-11-23,15,3,22385.46
1091,2023-03-09,5,1,10257.23
1092,2023-01-13,16,15,7616.73
1093,2025-04-15,12,4,7791.36
1094,2024-09-23,5,14,6523.45
1095,2025-01-22,15,13,9577.24
1096,2025-03-30,9,12,10269.48
1097,2023-12-23,16,15,7119.08
1098,2025-04-15,3,8,16047.15
1099,2025-09-04,7,6,12472.49
1100,2024-02-14,4,6,18822.99
1101,2024-09-16,3,13,15428.9
1102,2023-11-24,13,5,16122.43
1103,2023-03-11,19,14,17941.78
1104,2023-01-14,10,14,8315.47
1105,2025-10-12,16,8,5349.89
1106,2023-05-26,11,14,12720.88
1107,2023-09-21,18,7,8443.28
1108,2025-01-01,2,15,4011.82
1109,2024-01-30,12,7,18672.3
1110,2024-07-09,15,5,14714.07
1111,2023-12-31,18,3,8004.36
1112,2025-01-31,8,9,17789.24
1113,2024-02-22,20,4,21500.77
1114,2023-07-09,4,10,20182.05
1115,2023-09-02,8,3,7261.41
1116,2025-08-21,11,4,20738.49
1117,2024-07-11,8,10,16782.24
1118,2025-02-04,1,3,8982.96
1119,2025-05-28,3,11,5730.09
1120,2023-02-17,12,3,16623.13
1121,2025-10-06,15,6,8120.93
1122,2023-02-03,3,2,15967.28
1123,2024-04-25,13,1,8594.88
1124,2023-05-26,12,1,6674.85
1125,2023-09-22,2,6,6423.28
1126,2023-07-18,12,4,31051.93
1127,2024-02-03,18,4,10775.49
1128,2023-07-01,16,13,10327.23
1129,2024-06-14,13,5,9770.59
1130,2024-01-18,19,11,13624.06
1131,2023-07-12,1,10,5265.98
1132,2023-11-02,19,9,19036.85
1133,2023-01-08,4,1,26945.76
1134,2025-06-26,16,1,7787.85
1135,2024-09-15,20,9,4248.38
1136,2025-01-21,14,8,16171.88
1137,2025-07-06,3,5,15784.92
1138,2023-06-08,20,13,13707.63
1139,2025-06-12,14,13,7036.68
1140,2024-08-13,4,6,12541.07
1141,2025-10-29,15,12,18194.41
1142,2025-01-27,19,11,13486.16
1143,2023-01-08,18,4,14628.15
1144,2025-10-19,9,6,14036.51
1145,2024-10-27,12,5,6118.98
1146,2023-10-22,10,1,6125.2
1147,2025-04-16,1,4,7457.68
1148,2023-04-10,11,12,14295.09
1149,2023-11-10,9,6,12874.34
1150,2024-05-29,8,10,14037.86
1151,2024-01-27,1,8,8210.82
1152,2025-05-21,3,9,15813.32
1153,2025-01-08,14,1,13276.25
1154,2025-12-20,3,13,6876.19
1155,2023-02-17,14,10,7262.03
1156,2024-07-12,14,6,32800.48
1157,2025-07-15,2,14,17095.91
1158,2023-11-15,17,1,4102.49
1159,2024-11-14,20,1,21240.07
1160,2023-08-31,20,1,4467.41
1161,2024-07-16,8,4,17492.13
1162,2024-04-28,16,8,17527.94
1163,2023-04-02,9,5,11993.6
1164,2023-04-11,11,14,15813.12
1165,2025-07-03,15,10,13894.18
1166,2024-03-22,3,7,9718.47
1167,2023-10-29,6,10,17115.97
1168,2024-12-11,12,2,17952.29
1169,2025-05-19,20,2,882.4
1170,2024-08-10,18,2,9499.98
1171,2025-09-24,18,4,18034.94
1172,2025-02-26,1,10,12861.72
1173,2024-03-26,5,3,9364.59
1174,2023-05-28,15,10,8105.35
1175,2024-09-21,14,15,7528.31
1176,2025-02-20,12,12,11628.14
1177,2024-03-02,11,2,12260.29
1178,2025-01-09,3,5,20324.72
1179,2025-11-24,15,9,6664.56
1180,2023-04-16,12,9,6352.95
1181,2024-05-27,3,2,10734.75
1182,2025-04-10,2,10,14053.29
1183,2024-02-04,2,3,7523.65
1184,2023-10-10,11,15,1494.52
1185,2023-10-18,19,10,4299.66
1186,2023-03-18,5,5,3072.43
1187,2023-02-26,5,11,6690.25
1188,2023-07-26,7,4,4944.43
1189,2024-08-03,14,11,7861.5
1190,2023-04-22,9,3,17735.37
1191,2023-05-16,11,10,12916.07
1192,2024-05-25,12,4,20969.15
1193,2024-11-25,5,13,15911.64
1194,2025-10-21,18,6,19156.69
1195,2025-11-21,13,15,15620.76
1196,2023-08-30,19,4,9897.21
1197,2023-12-03,19,14,16950.14
1198,2025-11-01,19,5,11897.37
1199,2024-12-17,4,3,12500.71
1200,2023-07-25,9,9,8842.47
1201,2025-03-31,3,2,9651.44
1202,2023-03-21,6,15,19434.33
1203,2023-10-23,8,5,3709.9
1204,2025-05-21,7,2,3985.35
1205,2023-05-01,18,7,3780.57
1206,2024-09-25,4,10,8131.22
1207,2023-07-08,3,5,4495.84
1208,2025-06-12,20,4,14474.16
1209,2024-08-09,4,13,6781.17
1210,2025-06-06,14,10,17822.86
1211,2025-12-12,9,9,17373.44
1212,2024-12-13,14,8,15172.89
1213,2024-07-16,3,5,4694.48
1214,2023-07-30,17,8,11327.93
1215,2023-10-05,4,8,5956.6
1216,2023-11-15,11,14,12411.14
1217,2024-10-14,11,4,19044.03
1218,2023-03-01,17,4,8427.03
1219,2023-09-16,11,14,14513.56
1220,2023-02-21,12,8,20884.15
1221,2024-09-18,19,10,22366.75
1222,2025-07-30,11,7,10148.37
1223,2023-05-22,8,7,12555.73
1224,2024-09-09,10,5,5936.98
1225,2023-08-15,5,5,14459.64
1226,2023-10-23,7,4,18767.92
1227,2023-11-20,3,8,5075.83
1228,2023-12-29,15,9,8123.49
1229,2024-03-29,1,7,2678.96
1230,2023-07-15,2,7,7676.15
1231,2024-07-29,11,7,20718.59
1232,2025-12-30,15,8,3909.28
1233,2024-08-28,4,10,13627.37
1234,2023-09-14,14,2,3824.43
1235,2023-05-03,3,13,11937.0
1236,2025-05-25,16,11,7150.44
1237,2024-08-05,17,12,19392.83
1238,2024-06-15,7,3,15949.97
1239,2024-11-29,19,2,9048.5
1240,2025-06-01,10,3,12283.08
1241,2025-12-19,14,5,6639.84
1242,2024-10-31,19,7,11267.09
1243,2024-03-17,19,13,13194.49
1244,2025-10-07,10,15,22658.34
1245,2023-02-19,2,8,11520.86
1246,2023-04-25,5,12,17070.96
1247,2023-11-07,5,15,13924.08
1248,2024-02-24,18,4,9533.72
1249,2023-06-25,16,12,18178.98
1250,2023-01-02,12,1,8345.32
1251,2023-04-10,2,9,12021.71
1252,2024-12-14,8,2,13143.32
1253,2023-01-25,7,1,9557.62
1254,2023-03-18,2,2,7096.94
1255,2025-11-22,4,6,15866.9
1256,2024-10-19,2,12,3011.64
1257,2025-06-19,14,6,20102.79
1258,2024-07-02,18,14,8146.73
1259,2024-10-10,8,5,7993.44
1260,2024-05-03,14,2,11118.21
1261,2025-07-24,1,11,10943.67
1262,2025-09-11,5,12,14517.77
1263,2023-07-12,15,8,18779.65
1264,2024-08-11,8,4,10918.65
1265,2023-06-30,6,3,7542.89
1266,2023-05-22,4,1,8586.0
1267,2025-10-21,10,9,16578.37
1268,2025-10-10,7,2,17595.44
1269,2025-03-12,5,1,13753.22
1270,2024-03-20,14,14,11273.86
1271,2024-09-26,1,13,14885.4
1272,2025-05-05,3,4,20704.55
1273,2025-07-26,9,13,8205.21
1274,2025-06-05,8,1,18805.94
1275,2023-08-01,1,13,12589.28
1276,2025-03-23,3,12,24728.84
1277,2023-01-02,18,10,15726.73
1278,2024-01-20,18,14,11585.84
1279,2025-12-27,3,9,8345.83
1280,2025-10-03,15,9,11721.41
1281,2025-11-04,3,11,11977.26
1282,2023-02-02,4,11,12869.68
1283,2024-08-13,16,13,4336.46
1284,2025-04-15,20,6,20480.07
1285,2024-07-02,17,4,16851.73
1286,2025-01-17,15,8,11864.06
1287,2023-05-03,10,6,7093.21
1288,2024-04-10,15,8,19173.57
1289,2024-12-04,1,5,3126.22
1290,2024-06-26,15,10,18834.46
1291,2024-01-11,13,15,7653.16
1292,2025-01-02,10,6,5277.55
1293,2023-10-15,13,2,7699.56
1294,2025-05-18,4,3,5083.18
1295,2024-04-24,2,7,8870.8
1296,2024-11-18,2,5,10900.76
1297,2024-04-11,14,8,13837.98
1298,2023-12-26,5,9,16857.97
1299,2024-09-04,7,11,10821.16
1300,2023-02-02,4,6,18667.35
1301,2025-10-28,2,12,15415.38
1302,2025-07-13,19,9,12942.18
1303,2025-12-02,13,12,8688.08
1304,2025-07-15,17,7,9475.18
1305,2023-07-17,18,9,3944.71
1306,2024-05-14,11,2,2329.61
1307,2023-03-06,8,3,21999.98
1308,2025-11-11,1,8,17323.09
1309,2025-12-27,1,13,9441.33
1310,2023-08-24,11,7,12983.06
1311,2024-03-24,15,9,6313.78
1312,2023-10-14,2,3,11233.01
1313,2024-03-23,14,4,5157.4
1314,2024-01-16,4,6,12838.11
1315,2025-11-11,13,10,12652.27
1316,2023-10-24,19,3,13457.12
1317,2025-11-28,16,2,8167.71
1318,2025-12-02,17,10,19635.41
1319,2023-01-20,4,15,10328.82
1320,2025-05-07,14,2,20987.75
1321,2023-01-27,7,11,10555.09
1322,2023-04-03,19,1,17440.5
1323,2024-04-25,14,15,10189.43
1324,2025-10-07,9,14,12589.68
1325,2024-04-23,9,6,5300.28
1326,2023-04-05,11,13,25873.2
1327,2025-03-31,3,7,14640.4
1328,2024-07-07,6,12,5647.79
1329,2024-09-23,14,6,6875.92
1330,2023-03-05,9,3,3345.4
1331,2023-05-14,17,7,6278.28
1332,2023-10-02,10,14,6592.61
1333,2024-01-07,20,5,23855.46
1334,2024-01-28,3,11,11788.38
1335,2024-04-16,18,10,9634.52
1336,2024-08-12,12,13,9648.31
1337,2023-02-14,11,14,27681.99
1338,2023-07-16,7,6,9288.84
1339,2025-04-03,10,12,23761.25
1340,2023-02-23,3,2,4908.84
1341,2025-10-31,3,9,19787.61
1342,2024-07-23,1,15,9534.58
1343,2025-08-23,14,2,15874.49
1344,2025-04-13,19,4,18899.49
1345,2025-10-28,10,11,10127.63
1346,2024-09-14,7,5,20319.57
1347,2025-07-03,4,15,7555.39
1348,2025-09-27,18,15,18889.9
1349,2023-02-26,9,15,5867.36
1350,2025-06-30,3,5,5735.55
1351,2023-03-10,9,12,15575.66
1352,2024-02-15,6,15,21001.97
1353,2025-10-24,3,2,17894.92
1354,2025-04-16,3,9,19372.16
1355,2023-05-19,17,11,9182.79
1356,2025-12-31,8,10,5501.84
1357,2023-12-10,17,6,7954.01
1358,2025-01-01,8,14,8287.41
1359,2024-02-21,7,2,7943.21
1360,2025-12-15,20,15,13392.25
1361,2023-08-15,17,14,7489.74
1362,2025-02-27,9,14,11962.43
1363,2023-04-17,8,13,7954.25
1364,2023-03-21,11,4,11235.27
1365,2024-09-12,14,6,19427.26
1366,2023-07-30,3,15,4064.16
1367,2023-09-29,17,11,8691.28
1368,2025-04-03,16,6,12024.6
1369,2023-01-08,3,12,7871.44
1370,2025-07-22,5,9,7097.98
1371,2023-09-21,16,12,7984.38
1372,2025-11-22,5,15,15601.84
1373,2023-02-17,11,1,14343.65
1374,2023-10-03,14,13,12888.43
1375,2025-03-08,3,4,20676.42
1376,2024-06-09,11,2,17653.1
1377,2023-07-10,19,6,17598.06
1378,2023-12-08,5,10,11026.93
1379,2025-11-10,2,7,22000.51
1380,2025-08-30,11,14,8255.42
1381,2024-07-16,20,8,10614.82
1382,2024-12-29,20,7,10020.55
1383,2025-10-29,7,6,4072.87
1384,2023-09-16,9,3,24177.24
1385,2023-01-17,2,5,8150.44
1386,2024-12-09,16,2,12012.12
1387,2023-04-09,16,3,15568.98
1388,2024-03-21,12,6,10349.52
1389,2025-07-02,13,1,13180.55
1390,2023-12-05,10,10,13917.09
1391,2024-12-18,15,7,17828.1
1392,2024-11-19,16,2,8415.89
1393,2023-04-08,2,11,13222.14
1394,2023-05-27,8,11,17732.92
1395,2024-10-05,20,11,12264.96
1396,2025-09-26,10,14,5903.19
1397,2023-01-04,10,8,22825.59
1398,2023-09-12,8,5,20269.2
1399,2023-03-05,12,10,18054.47
1400,2025-05-18,8,11,12618.02
1401,2024-07-07,18,4,4304.3
1402,2024-09-26,20,8,6312.77
1403,2024-07-02,3,12,17764.72
1404,2025-08-22,14,4,12101.06
1405,2025-02-12,6,13,9653.96
1406,2024-10-14,10,7,15859.72
1407,2024-03-13,11,2,12151.04
1408,2024-07-26,4,9,5825.43
1409,2025-03-08,18,4,2420.57
1410,2025-09-16,1,7,9432.52
1411,2025-12-08,10,9,6718.52
1412,2025-04-01,20,2,13896.15
1413,2025-09-23,19,1,23844.73
1414,2024-05-20,4,6,3912.57
1415,2023-12-23,1,3,12152.11
1416,2023-10-17,17,1,8244.57
1417,2024-12-07,7,13,4055.53
1418,2023-06-27,8,4,11663.49
1419,2025-10-21,12,7,11054.63
1420,2024-06-14,15,7,10420.88
1421,2024-07-27,1,7,16117.2
1422,2024-04-29,16,13,7490.15
1423,2024-06-24,16,15,14493.03
1424,2023-02-10,12,7,11808.06
1425,2025-08-26,16,10,12572.17
1426,2024-02-21,1,13,22274.25
1427,2025-09-02,14,13,7893.84
1428,2025-04-12,7,10,4994.13
1429,2023-09-10,8,6,14803.44
1430,2024-01-30,6,4,16549.44
1431,2025-03-13,15,9,15748.58
1432,2024-08-11,18,6,19845.21
1433,2023-03-03,12,6,11897.47
1434,2024-10-29,3,10,16788.51
1435,2023-08-20,14,3,8524.76
1436,2024-10-01,17,8,3205.91
1437,2023-10-09,17,8,13585.86
1438,2024-01-22,11,5,15196.0
1439,2023-04-11,1,7,2652.82
1440,2025-10-21,18,6,14341.33
1441,2025-07-10,5,10,8433.09
1442,2026-01-01,4,6,23744.66
1443,2025-04-23,8,10,10592.83
1444,2025-07-09,16,12,6623.72
1445,2024-09-15,11,14,17552.79
1446,2023-02-08,18,11,16090.11
1447,2025-01-19,5,3,14280.97
1448,2025-08-13,11,3,11261.88
1449,2023-01-27,11,7,8174.42
1450,2024-09-19,9,8,16172.07
1451,2024-05-25,3,6,15041.6
1452,2023-05-19,15,7,24165.08
1453,2024-07-02,12,13,18807.55
1454,2024-02-10,11,8,4523.31
1455,2025-05-16,6,4,3062.09
1456,2023-04-09,3,7,6480.15
1457,2023-04-18,9,11,12977.47
1458,2024-04-21,5,6,25704.5
1459,2024-11-13,16,2,12123.56
1460,2024-10-09,14,4,3486.84
1461,2025-05-10,12,11,10290.54
1462,2024-03-19,2,12,22048.02
1463,2025-12-16,12,2,23575.68
1464,2024-08-17,18,2,13942.07
1465,2023-07-31,19,6,14853.69
1466,2023-04-04,12,7,11644.95
1467,2024-12-16,2,3,14790.0
1468,2025-09-11,10,9,24565.28
1469,2024-03-03,18,14,9191.07
1470,2024-09-21,11,3,15700.55
1471,2023-10-25,13,3,7340.02
1472,2023-07-29,15,8,8295.62
1473,2023-01-25,17,15,11013.84
1474,2025-02-20,20,1,4229.17
1475,2023-11-02,9,12,8560.02
1476,2023-11-09,2,12,11881.2
1477,2023-07-28,4,14,13278.28
1478,2023-08-01,3,9,6200.38
1479,2023-08-26,11,11,4265.27
1480,2023-02-14,7,2,7024.64
1481,2024-07-04,16,10,5185.46
1482,2025-12-11,19,10,15327.0
1483,2023-12-10,1,4,10880.87
1484,2025-04-13,11,5,5220.16
1485,2025-03-30,10,9,12132.37
1486,2025-08-17,15,13,8010.07
1487,2023-03-17,7,14,4212.45
1488,2025-07-05,19,7,8730.85
1489,2023-02-24,4,8,7884.57
1490,2025-03-01,12,4,22515.06
1491,2023-11-11,8,14,7781.02
1492,2023-07-27,12,9,11833.28
1493,2025-12-31,13,4,26980.31
1494,2025-01-11,19,3,7711.25
1495,2024-10-31,2,2,9505.72
1496,2023-10-14,18,9,22096.36
1497,2024-05-16,15,11,11934.21
1498,2023-03-01,8,14,10503.6
1499,2023-05-16,20,10,6543.54
1500,2025-07-19,13,13,10693.66
1501,2024-01-17,6,15,11701.1
1502,2024-09-25,4,2,8163.45
1503,2024-12-13,11,12,26983.81
1504,2025-08-16,13,4,4767.58
1505,2024-10-16,1,3,14187.44
1506,2025-07-13,5,5,6841.5
1507,2025-06-01,15,14,3766.45
1508,2023-03-29,1,9,6592.0
1509,2023-08-15,6,13,6696.09
1510,2024-08-18,14,6,14230.15
1511,2024-03-04,14,13,11318.95
1512,2024-03-05,2,1,9346.28
1513,2025-06-09,19,2,9619.12
1514,2023-02-08,9,2,10601.08
1515,2023-12-15,19,7,9897.51
1516,2024-05-15,6,12,25395.9
1517,2025-01-15,7,10,5635.75
1518,2025-07-01,6,8,11851.91
1519,2023-09-26,10,14,9988.65
1520,2025-04-13,12,10,13703.67
1521,2023-08-02,11,13,4863.38
1522,2023-08-27,6,3,9565.68
